prop_key,prop_value
Below 10 lacs,25
20-Lacs,26
30-Lacs,27
40-Lacs,28
60-Lacs,29
1-Crore,30
1.5-Crores,31
2-Crores,32
2.5-Crores,33
5-Crores,34
10-Crores,35
15-Crores,36
20-Crores,37
30-Crores,38
40-Crores,39
